symbol,b1_p,b1_v
300504,19.34,49
603309,15.83,65
002308,4.61,603
002664,19.84,78
600615,8.69,12
300661,308.9,2
300782,326.8,14
301012,50.63,9
300620,51.51,83
300096,8.98,1126
300540,31.45,80
002686,6.52,1004
002929,36.14,54
001202,18.63,179
603286,19.16,78
603358,20.27,7
688600,21.4,5
002101,11.77,906
603035,17.72,116
600935,7.64,1050
300945,21.03,235
300807,27.6,75
300645,22.74,10
300466,7.13,324
603766,5.5,1362
300496,138.42,21
600331,3.19,8733
600391,27.99,531
002671,4.74,83
688017,174.31,3
605399,39.7,14
600860,19.69,160
002725,10.49,400
600855,17.38,285
300462,13.2,62
300191,25.76,224
002297,10.13,675
300455,10.86,95
300612,26.8,352
002706,17.82,19
603006,10.87,372
600850,34.13,3
603897,49.83,20
300844,70.52,21
601689,52.9,340
300338,6.73,734
300045,11.62,341
300030,10.64,512
603755,57.0,94
300416,33.95,117
605050,14.22,543
603598,10.79,546
300928,52.8,5
000596,244.0,14
688662,42.5,4
688301,496.01,32
002990,34.5,649
603721,15.58,5
600552,11.71,954
603303,17.15,647
300600,11.04,232
002721,3.27,580
688606,123.01,125
002712,5.04,526
000403,28.03,568
600763,198.99,79
300793,21.18,42
603655,21.84,111
300592,18.7,12
603222,18.39,280
300212,35.34,8
002273,17.38,454
603890,13.21,50
688065,184.28,1
000915,30.46,7
000150,4.14,880
002464,4.84,727
300341,11.64,222
603127,115.43,10
002063,9.94,242
300640,7.1,272
002544,23.72,1
300973,132.08,8
002635,17.03,641
688529,30.59,2
603693,28.45,156
600882,55.98,10
002043,12.08,54
002096,12.81,903
002997,17.55,95
002549,17.05,26
688112,97.81,44
300209,7.93,707
300847,17.21,13
300860,84.76,179
603266,13.43,26
688056,64.0,5
300811,98.28,4
603278,12.04,197
872925,25.3,164
002970,41.15,86
603779,8.14,626
000756,11.18,964
605108,18.3,151
002850,159.99,3
603216,25.29,203
603213,23.16,39
000795,8.55,6829
603290,380.96,2
300423,14.51,27
600396,3.4,16861
600379,16.21,120
300015,42.27,276
301129,84.59,2
600148,17.52,361
300436,48.03,44
600318,12.39,27
300893,38.3,33
688029,212.67,0
603786,80.28,4
301089,80.4,5
002017,15.16,178
002568,59.83,8
603949,22.9,2693
603893,136.9,21
301072,38.05,40
603351,39.16,41
300902,41.21,15
300588,13.4,422
603716,14.39,37
002886,30.84,284
605577,14.67,35
603355,29.31,45
600021,12.82,2378
600469,4.99,518
002082,14.79,468
300220,18.95,251
603738,59.29,1
002961,24.64,4
603536,10.76,341
603819,14.73,36
605007,23.01,9
002906,54.92,4
836433,11.38,2
003036,12.38,273
605589,38.3,17
300845,25.0,15
002775,4.32,2580
002091,13.73,611
000514,3.96,460
603728,23.7,185
300957,192.28,16
688206,36.68,103
000595,3.19,1266
300624,55.11,29
605090,35.12,1
300683,59.56,329
603456,56.25,18
603996,2.05,2384
300363,89.45,95
300603,10.62,1473
301211,37.6,225
300949,70.37,4
300786,42.85,10
600093,2.51,5784
688236,27.39,93
002648,40.03,78
600235,6.23,2857
688239,68.16,9
300428,26.3,149
601798,8.88,221
600120,4.42,751
688689,41.81,139
002480,7.1,10669
605111,178.07,2
603113,16.29,288
002640,3.12,13339
300171,50.54,112
600698,5.22,5856
000543,5.55,1847
002049,225.0,935
688800,139.2,2
002599,7.65,83
688068,116.15,87
688265,70.03,12
002584,10.6,3132
300467,16.63,104
301060,34.73,476
002821,434.99,1
002919,39.35,2
300474,152.19,76
300828,26.27,46
600652,2.74,1641
300254,8.69,841
300578,29.65,173
600856,-,-
603520,64.0,2
600291,-,-
000537,24.1,12
603115,26.2,412
002494,4.4,1439
603093,13.57,227
605128,44.7,11
002684,-,-
301118,62.04,104
300866,102.12,2
688075,143.2,15
600078,-,-
300344,8.1,1918
000564,-,-
832566,18.46,22
600071,51.46,322
000571,2.6,899
600132,151.32,16
688078,58.2,4
000633,5.92,40
600992,9.9,751
688711,123.91,17
601107,5.38,12947
002881,42.88,9
300587,19.97,706
300373,67.18,17
600807,4.09,874
603918,9.1,987
300165,7.95,4009
601108,11.12,5246
300831,19.74,19
300247,4.61,2147
300562,16.47,728
603595,36.93,286
688195,32.48,15
300985,49.02,255
601869,32.72,72
600770,7.98,761
300703,11.39,43
300659,45.34,223
300681,102.12,1
002883,12.28,736
600335,8.68,708
300331,33.32,50
300650,31.22,28
600206,16.38,1189
301138,58.89,2
603297,121.07,120
688162,98.94,8
002682,5.79,5954
002178,5.27,2826
000723,16.22,5451
300056,6.68,5
600106,4.5,1116
002265,-,-
301189,60.02,189
002173,8.34,591
688575,34.55,2
300086,8.68,5247
600184,16.03,127
603803,7.92,1217
002699,6.43,11755
600927,-,-
000838,7.18,953
603011,8.13,7649
600866,-,-
000812,-,-
002232,-,-
003038,-,-
001317,-,-
002432,49.55,258
301166,102.91,1
301127,20.17,1497
300093,37.89,20
